   1.8779696420  39.3976272000  -1
   1.6271846175  23.8026864000  -1
   1.5698944280  65.0171434500   1
   1.9527806095  22.5761524500  -1
   1.6014408880  21.2199657000  -1
   1.6386887825  59.2888768500   1
   1.7928083565  69.0797907000  -1
   1.7332809625  68.5212741000   1
   1.8180698210 105.1829458500   1
   1.9479126475 124.7633947500   1
   1.8453866405 142.9121920500   1
   1.6005181310  34.3382265000  -1
   1.6145179595  68.4201331500   1
   1.6689943455  79.5332778000   1
   1.6894646250  68.1517399500   1
   1.9725977515  72.3686533500  -1
   1.8575109390   6.1430283000  -1
   1.8167255105  21.6973275000  -1
   1.9653125560  97.9207468500   1
   1.6327024015  38.1338341500  -1
   1.5877404525  99.4833474000   1
   1.9207552960  25.6335655500  -1
   1.5430524770  37.5362451000  -1
   1.9201474505  15.1871191500  -1
   1.9696204285  97.4431377000   1
   1.8480691210  13.0476942000  -1
   1.8034044610 149.4657094500   1
   1.9874678145  41.0222392500  -1
   1.7738144850  32.0123569500  -1
   1.7626167775 149.2710009000   1
   1.7514112555  37.9134360000  -1
   1.9425514400 142.2984322500   1
   1.9829927665  92.1232873500  -1
   1.7768742935  62.2089414000  -1
   1.6872134920  32.4480436500  -1
   1.8082567965  80.2338271500   1
   1.8809893910  36.9306565500  -1
   1.5678088615  90.5682979500   1
   1.6729695125  30.6897298500  -1
   1.6269929405 143.3331486000   1
   1.9542526255  18.6859467000  -1
   1.5024941485  57.5683866000   1
   1.9757612110 103.8658894500   1
   1.7986774045 114.9548494500   1
   1.5374839945   2.8943658000  -1
   1.7954501315  77.3848254000   1
   1.6391889975   7.3626768000  -1
   1.8188559840  96.0883086000   1
   1.9506217670  89.2959322500  -1
   1.5176363570  72.3474451500   1
   1.9521513045  95.3545053000   1
   1.9236307900 147.5529799500   1
   1.8705578335  85.7347896000   1
   1.5409981655  33.4529517000  -1
   1.5224578205  42.3744549000  -1
   1.8380633930 117.1894960500   1
   1.5692238620  75.8906674500   1
   1.7021198715 148.0385512500   1
   1.9871891225 125.4027552000   1
   1.6554721235  48.8095213500  -1
   1.8564558575 143.7663558000   1
   1.6897267810 133.8166024500   1
   1.6560088410 147.1225336500   1
   1.8438153005 116.7438373500   1
   1.7525443550  84.6078688500   1
   1.7608961610  18.4379020500  -1
   1.5798412790 145.7234272500   1
   1.6397137690  19.0862916000  -1
   1.9930626270  74.8575771000  -1
   1.9897747505 144.6898120500   1
   1.8590305090 114.2004661500   1
   1.7277107080 112.4356770000   1
   1.6531920285  94.8686836500   1
   1.5682226370  57.9400968000   1
   1.8685334150  98.5342615500   1
   1.9764790615  18.4426927500  -1
   1.5451087525  70.6830382500   1
   1.9802619895 117.2074893000   1
   1.7380070720 131.3658097500   1
   1.8521294975  92.0810584500   1
   1.7927200050  87.4418725500   1
   1.6217350885  12.0475341000  -1
   1.7822176740 137.2185517500   1
   1.6629209455  58.3314816000  -1
   1.5997768630 115.7672778000   1
   1.9252392005  88.2166399500  -1
   1.5494757690  98.1073755000   1
   1.6862193430  88.4940645000   1
   1.9341124335 136.2349960500   1
   1.9657933520  79.5951630000  -1
   1.7524013735 121.7787804000   1
   1.5370166270 133.6822480500   1
   1.9893062245 140.8269757500   1
   1.9397245850  11.9048496000  -1
   1.7035270835  54.6955789500  -1
   1.9007000265  89.5873065000   1
   1.6497483940  31.1651473500  -1
   1.5570601730  19.4925127500  -1
   1.8311924515 120.2058369000   1
   1.6885662470 107.4635440500   1
   1.8821165120  34.2317950500  -1
   1.7273403040  30.9648615000  -1
   1.5760461650  21.1649380500  -1
   1.5244590155  29.8503777000  -1
   1.7463039030   3.2516211000  -1
   1.9509670460  59.4972720000  -1
   1.7343589490  50.9432703000  -1
   1.9062368350 148.2286950000   1
   1.6417245145   5.3553792000  -1
   1.9830982740  65.1727894500  -1
   1.6262027210  78.6704467500   1
   1.5058720250  72.4695148500   1
   1.5037744140  93.3399651000   1
   1.5667151625 133.8778692000   1
   1.7509784200  34.7008648500  -1
   1.7705211995 100.3833523500   1
   1.7078127505 136.4863845000   1
   1.8143501640  16.2231400500  -1
   1.6715703190 110.1617178000   1
   1.5393706585 148.5631723500   1
   1.8276987380 126.5619963000   1
   1.5565845580 145.8853356000   1
   1.5561158755  41.5395612000  -1
   1.7927523300 122.4550033500   1
   1.6001094105  73.7780868000   1
   1.9982598800 115.4798662500   1
   1.6497077030  21.8690092500  -1
   1.5876906140  14.2516012500  -1
   1.9062932330  81.7157067000  -1
   1.7888660410   6.5907094500  -1
   1.8989794745  47.1759868500  -1
   1.5601306005  75.3279985500   1
   1.6831399990   8.7281175000  -1
   1.6417396820  74.4223491000   1
   1.6136950255  80.3314893000   1
   1.7013433200  70.0623510000   1
   1.9177418535  71.1513954000  -1
   1.7189827515  72.3809500500   1
   1.6125271195 129.8925982500   1
   1.6538744355 136.8807229500   1
   1.9048399840  88.2988420500  -1
   1.6573935230  68.7028165500   1
   1.7166900750  33.9803730000  -1
   1.7744805740 137.0158266000   1
   1.7718146160  85.5769317000   1
   1.9123374515 127.0487466000   1
   1.7535107005  81.4797082500   1
   1.7938672545  28.2472704000  -1
   1.5041314675  95.8239720000   1
   1.7673017005  94.4538126000   1
   1.5259380845 107.9331007500   1
   1.7543089090  43.1521002000  -1
   1.8410869720  61.1791219500  -1
   1.7275393645 126.2094943500   1
   1.8562066225 142.3268112000   1
   1.7730247635 134.8721433000   1
   1.5005710730   1.0828806000  -1
   1.6096315800 142.6450957500   1
   1.9037425890  86.5594719000  -1
   1.9572260740  26.6947293000  -1
   1.5249622575  96.6979326000   1
   1.9807727965  89.6546950500  -1
   1.7418335465 102.4698952500   1
   1.9792322610  82.1704558500  -1
   1.8960843460   4.5157035000  -1
   1.5137304690  57.5486415000   1
   1.5767687050  53.8355194500   1
   1.6832443130 136.5798519000   1
   1.7937584005  46.1351763000  -1
   1.6193778085  72.3619267500   1
   1.7095253210 145.7847003000   1
   1.9994933480  54.8496555000  -1
   1.7602941815  27.0033028500  -1
   1.9427230255 136.3985151000   1
   1.5297654810 135.6902811000   1
   1.6149253070  69.0689844000   1
   1.9233288940  75.6748066500  -1
   1.8011155730 100.2327838500   1
   1.7830082975  22.4571532500  -1
   1.9605960210 115.7462397000   1
   1.9101720060  22.1266330500  -1
   1.8013205060  34.5000600000  -1
   1.7648973830  86.1227287500   1
   1.9500804630  95.3216664000   1
   1.7433154205   5.8861711500  -1
   1.5327606270 134.7242616000   1
   1.7587660920   1.4775411000  -1
   1.9740571240  88.4196928500  -1
   1.8989975480  68.5570323000  -1
   1.9977334105 122.3172801000   1
   1.5585580200 121.3125250500   1
   1.8133054985   3.0790641000  -1
   1.6048803390 131.9925076500   1
   1.8905082990 138.5305515000   1
   1.9145543485 118.8505651500   1
   1.5051857100 142.8058537500   1
   1.9104685005  29.9271714000  -1
   1.7084457955  78.1333347000   1
   1.7271829090 148.3704633000   1
   1.7087750610 139.6685616000   1
   1.6910134615  64.2598753500   1
   1.9569283065  36.6123642000  -1
   1.8937429170  63.1650670500  -1
   1.9169244495 123.9196041000   1
   1.6473690165 108.3421642500   1
   1.9436009805  96.3719377500   1
   1.6603028290  19.3282411500  -1
   1.8806350890 130.2457480500   1
   1.6632869430  60.4689804000   1
   1.9065544045   1.3358802000  -1
   1.5598928535 136.6536756000   1
   1.6089638270  83.3260645500   1
   1.8286071090  95.5683127500   1
   1.9921525655  41.0174634000  -1
   1.6111822200  79.0520701500   1
   1.8778078600 145.7796603000   1
   1.5811544245  40.9778589000  -1
   1.9641232865  71.1954682500  -1
   1.7440722545  74.6634084000   1
   1.6296284580  51.2183536500  -1
   1.7766880825  56.6835093000  -1
   1.5552141005 123.0304243500   1
   1.8362756970  14.9020374000  -1
   1.8670556855  39.8144856000  -1
   1.7711501290 116.9654259000   1
   1.7682918835  27.1374093000  -1
   1.8833859910 133.5804481500   1
   1.5877540120  61.5243781500   1
   1.6330451600  96.1006330500   1
   1.6579179275  46.9274068500  -1
   1.9664779690  50.4139264500  -1
   1.7834368890 142.9923513000   1
   1.5844524650  76.3967848500   1
   1.7660256920  75.0604243500   1
   1.7281517735  99.2884893000   1
   1.5670968080   9.1715973000  -1
   1.9304131390   5.0008954500  -1
   1.7361610505 140.8304467500   1
   1.5721262610  49.1086999500   1
   1.6899995365  37.0577545500  -1
   1.6855158825  51.5451366000  -1
